"Class","Name","Icon Path"
"CUP_30Rnd_45ACP_Yellow_Tracer_M3A1_SND_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_45ACP_Yellow_Tracer_MAC10_M","","\A3\Weapons_F\Data\UI\M_30Rnd_45ACP_CA.paa"
"CUP_30Rnd_545x39_AK74_plum_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74_plum_ca.paa"
"CUP_30Rnd_545x39_AK74M_camo_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_camo_ca.paa"
"CUP_30Rnd_545x39_AK74M_desert_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_desert_ca.paa"
"CUP_30Rnd_545x39_AK74M_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_ca.paa"
"CUP_30Rnd_545x39_AK_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74_ca.paa"
"CUP_30Rnd_545x39_Fort224_M","","\a3\Weapons_F\MagazineProxies\data\UI\icon_30Rnd_556x45_Stanag_CA.paa"
"CUP_30Rnd_556x45_AK","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak101_ca.paa"
"CUP_30Rnd_556x45_AUG","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30rnd_AUG_ca.paa"
"CUP_30Rnd_556x45_CZ805","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_cz805_ca.paa"
"CUP_30Rnd_556x45_Emag","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_emag_ca.paa"
"CUP_30Rnd_556x45_EMAG_Olive","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_emag_olive_ca.paa"
"CUP_30Rnd_556x45_EMAG_Tan","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_emag_coyote_ca.paa"
"CUP_30Rnd_556x45_Emag_Tracer_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_emag_ca.paa"
"CUP_30Rnd_556x45_Emag_Tracer_Red","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_emag_ca.paa"
"CUP_30Rnd_556x45_Emag_Tracer_Yellow","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_emag_ca.paa"
"CUP_30Rnd_556x45_G36","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_ca.paa"
"CUP_30Rnd_556x45_G36_camo","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_desert_ca.paa"
"CUP_30Rnd_556x45_G36_hex","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_hex_ca.paa"
"CUP_30Rnd_556x45_G36_wdl","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_wood_ca.paa"
"CUP_30Rnd_556x45_PMAG_QP","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_pmag_ca.paa"
"CUP_30Rnd_556x45_PMAG_QP_Olive","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_pmag_olive_ca.paa"
"CUP_30Rnd_556x45_PMAG_QP_Tan","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_pmag_coyote_ca.paa"
"CUP_30Rnd_556x45_PMAG_QP_Tracer_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_pmag_ca.paa"
"CUP_30Rnd_556x45_PMAG_QP_Tracer_Red","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_pmag_ca.paa"
"CUP_30Rnd_556x45_PMAG_QP_Tracer_Yellow","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_pmag_ca.paa"
"CUP_30Rnd_556x45_Stanag","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_CA.paa"
"CUP_30Rnd_556x45_Stanag_L85","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_l85_ca.paa"
"CUP_30Rnd_556x45_Stanag_L85_Tracer_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_l85_ca.paa"
"CUP_30Rnd_556x45_Stanag_L85_Tracer_Red","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_l85_ca.paa"
"CUP_30Rnd_556x45_Stanag_L85_Tracer_Yellow","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_l85_ca.paa"
"CUP_30Rnd_556x45_Stanag_Mk16","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_mk16_ca.paa"
"CUP_30Rnd_556x45_Stanag_Mk16_black","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_mk16_blk_ca.paa"
"CUP_30Rnd_556x45_Stanag_Mk16_black_Tracer_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_mk16_blk_ca.paa"
"CUP_30Rnd_556x45_Stanag_Mk16_black_Tracer_Red","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_mk16_blk_ca.paa"
"CUP_30Rnd_556x45_Stanag_Mk16_black_Tracer_Yellow","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_mk16_blk_ca.paa"
"CUP_30Rnd_556x45_Stanag_Mk16_Tracer_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_mk16_ca.paa"
"CUP_30Rnd_556x45_Stanag_Mk16_Tracer_Red","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_mk16_ca.paa"
"CUP_30Rnd_556x45_Stanag_Mk16_Tracer_Yellow","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_mk16_ca.paa"
"CUP_30Rnd_556x45_Stanag_Mk16_woodland","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_mk16_wdl_ca.paa"
"CUP_30Rnd_556x45_Stanag_Mk16_woodland_Tracer_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_mk16_wdl_ca.paa"
"CUP_30Rnd_556x45_Stanag_Mk16_woodland_Tracer_Red","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_mk16_wdl_ca.paa"
"CUP_30Rnd_556x45_Stanag_Mk16_woodland_Tracer_Yellow","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_mk16_wdl_ca.paa"
"CUP_30Rnd_556x45_Stanag_Tracer_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_CA.paa"
"CUP_30Rnd_556x45_Stanag_Tracer_Red","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_CA.paa"
"CUP_30Rnd_556x45_Stanag_Tracer_Yellow","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_CA.paa"
"CUP_30Rnd_556x45_X95","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_x95_ca.paa"
"CUP_30Rnd_556x45_X95_Tracer_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_x95_ca.paa"
"CUP_30Rnd_556x45_X95_Tracer_Red","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_x95_ca.paa"
"CUP_30Rnd_556x45_X95_Tracer_Yellow","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_x95_ca.paa"
"CUP_30Rnd_556x45_XM8","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_black_ca.paa"
"CUP_30Rnd_680x43_Stanag","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_CA.paa"
"CUP_30Rnd_680x43_Stanag_Tracer_Green","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_CA.paa"
"CUP_30Rnd_680x43_Stanag_Tracer_Red","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_CA.paa"
"CUP_30Rnd_680x43_Stanag_Tracer_Yellow","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30stanag_CA.paa"
"CUP_30Rnd_762x39_AK103_bakelite_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak_103_ca.paa"
"CUP_30Rnd_762x39_AK47_bakelite_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_akm_bakelite_ca.paa"
"CUP_30Rnd_762x39_AK47_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak_ca.paa"
"CUP_30Rnd_762x39_AK47_TK_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak_ca.paa"
"CUP_30Rnd_762x39_AKM_bakelite_desert_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_akm_desert_ca.paa"
"CUP_30Rnd_762x39_CZ807","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_cz807_ca.paa"
"CUP_30Rnd_762x51_1_B_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_30rnd_1_ca.paa"
"CUP_30Rnd_762x51_2_B_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_30rnd_2_ca.paa"
"CUP_30Rnd_762x51_FNFAL_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30fal_ca.paa"
"CUP_30Rnd_9x19_EVO","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_evo_ca.paa"
"CUP_30Rnd_9x19_MP5","","\CUP\Weapons\CUP_Weapons_MP5\data\ui\m_hkm5_ca.paa"
"CUP_30Rnd_9x19_UZI","","\CUP\Weapons\CUP_Weapons_MicroUZI\data\ui\m_uzi_ca.paa"
"CUP_30Rnd_9x19_Vityaz","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_vityaz_ca.paa"
"CUP_30Rnd_9x19AP_Vityaz","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_vityaz_ap_ca.paa"
"CUP_30Rnd_9x39_SP5_VIKHR_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_VSSx30_CA.paa"
"CUP_30Rnd_Sa58_M","","\CUP\Weapons\CUP_Weapons_SA58\data\ui\m_30rnd_sa58_ca.paa"
"CUP_30Rnd_Sa58_M_TracerG","","\CUP\Weapons\CUP_Weapons_SA58\data\ui\m_30rnd_sa58_green_ca.paa"
"CUP_30Rnd_Sa58_M_TracerR","","\CUP\Weapons\CUP_Weapons_SA58\data\ui\m_30rnd_sa58_red_ca.paa"
"CUP_30Rnd_Sa58_M_TracerY","","\CUP\Weapons\CUP_Weapons_SA58\data\ui\m_30rnd_sa58_yellow_ca.paa"
"CUP_30Rnd_Subsonic_545x39_AK74_plum_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74_plum_ca.paa"
"CUP_30Rnd_Subsonic_545x39_AK74M_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_ca.paa"
"CUP_30Rnd_Subsonic_545x39_AK_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74_ca.paa"
"CUP_30Rnd_Subsonic_545x39_Fort224_M","","\a3\Weapons_F\MagazineProxies\data\UI\icon_30Rnd_556x45_Stanag_CA.paa"
"CUP_30Rnd_Subsonic_762x39_AK103_bakelite_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak_103_ca.paa"
"CUP_30Rnd_Subsonic_762x39_AK47_bakelite_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_akm_bakelite_ca.paa"
"CUP_30Rnd_Subsonic_762x39_AK47_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak_ca.paa"
"CUP_30Rnd_Subsonic_762x39_AKM_bakelite_desert_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_akm_desert_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_545x39_AK74_plum_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74_plum_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_545x39_AK74M_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_545x39_AK_camo_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_camo_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_545x39_AK_desert_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_desert_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_545x39_AK_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_545x39_Fort224_M","","\a3\Weapons_F\MagazineProxies\data\UI\icon_30Rnd_556x45_Stanag_CA.paa"
"CUP_30Rnd_TE1_Green_Tracer_556x45_AK","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak101_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_556x45_AUG","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30rnd_AUG_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_556x45_CZ805","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_cz805_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_556x45_G36","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_556x45_G36_camo","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_desert_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_556x45_G36_hex","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_hex_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_556x45_G36_wdl","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_wood_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_556x45_XM8","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_black_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_762x39_AK103_bakelite_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak_103_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_762x39_AK47_bakelite_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_akm_bakelite_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_762x39_AK47_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_762x39_AKM_bakelite_desert_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_akm_desert_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_762x39_CZ807","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_cz807_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_762x51_1_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_30rnd_1_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_762x51_2_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_30rnd_2_ca.paa"
"CUP_30Rnd_TE1_Green_Tracer_762x51_FNFAL_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30fal_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_545x39_AK74_plum_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74_plum_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_545x39_AK74M_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_545x39_AK_camo_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_camo_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_545x39_AK_desert_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_desert_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_545x39_AK_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_545x39_Fort224_M","","\a3\Weapons_F\MagazineProxies\data\UI\icon_30Rnd_556x45_Stanag_CA.paa"
"CUP_30Rnd_TE1_Red_Tracer_556x45_AK","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak101_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_556x45_AUG","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30rnd_AUG_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_556x45_CZ805","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_cz805_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_556x45_G36","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_556x45_G36_camo","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_desert_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_556x45_G36_hex","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_hex_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_556x45_G36_wdl","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_wood_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_556x45_XM8","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_black_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_762x39_AK103_bakelite_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak_103_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_762x39_AK47_bakelite_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_akm_bakelite_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_762x39_AK47_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_762x39_AKM_bakelite_desert_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_akm_desert_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_762x39_CZ807","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_cz807_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_762x51_1_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_30rnd_1_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_762x51_2_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_30rnd_2_ca.paa"
"CUP_30Rnd_TE1_Red_Tracer_762x51_FNFAL_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30fal_ca.paa"
"CUP_30Rnd_TE1_White_Tracer_545x39_AK74_plum_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74_plum_ca.paa"
"CUP_30Rnd_TE1_White_Tracer_545x39_AK74M_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_ca.paa"
"CUP_30Rnd_TE1_White_Tracer_545x39_AK_camo_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_camo_ca.paa"
"CUP_30Rnd_TE1_White_Tracer_545x39_AK_desert_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_desert_ca.paa"
"CUP_30Rnd_TE1_White_Tracer_545x39_AK_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74_ca.paa"
"CUP_30Rnd_TE1_White_Tracer_545x39_Fort224_M","","\a3\Weapons_F\MagazineProxies\data\UI\icon_30Rnd_556x45_Stanag_CA.paa"
"CUP_30Rnd_TE1_White_Tracer_762x51_1_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_30rnd_1_ca.paa"
"CUP_30Rnd_TE1_White_Tracer_762x51_2_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_30rnd_2_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_545x39_AK74_plum_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74_plum_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_545x39_AK74M_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_545x39_AK_camo_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_camo_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_545x39_AK_desert_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74m_desert_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_545x39_AK_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak74_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_545x39_Fort224_M","","\a3\Weapons_F\MagazineProxies\data\UI\icon_30Rnd_556x45_Stanag_CA.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_556x45_AK","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak101_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_556x45_AUG","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30rnd_AUG_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_556x45_CZ805","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_cz805_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_556x45_G36","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_556x45_G36_camo","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_desert_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_556x45_G36_hex","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_hex_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_556x45_G36_wdl","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_wood_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_556x45_XM8","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_g36_black_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_762x39_AK47_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_762x39_AKM_bakelite_desert_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_akm_desert_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_762x39_bakelite_AK103_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_ak_103_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_762x39_bakelite_AK47_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_akm_bakelite_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_762x39_CZ807","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_cz807_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_762x51_1_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_30rnd_1_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_762x51_2_SCAR","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_762x51_30rnd_2_ca.paa"
"CUP_30Rnd_TE1_Yellow_Tracer_762x51_FNFAL_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_30fal_ca.paa"
"CUP_32Rnd_120mm_HE_M934","",""
"CUP_32Rnd_40mm_MK19_M","",""
"CUP_32Rnd_9x19_TEC9","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_tec9_ca.paa"
"CUP_32Rnd_UB32_technical_HE","",""
"CUP_35Rnd_556x45_Galil_Mag","","\A3\weapons_f\data\UI\M_20Rnd_762x51_CA.paa"
"CUP_35Rnd_556x45_Green_Tracer_Galil_Mag","","\A3\weapons_f\data\UI\M_20Rnd_762x51_CA.paa"
"CUP_35Rnd_556x45_Red_Tracer_Galil_Mag","","\A3\weapons_f\data\UI\M_20Rnd_762x51_CA.paa"
"CUP_38Rnd_CRV7_C15_HE_M","",""
"CUP_38Rnd_CRV7_C15_KEP_M","",""
"CUP_38Rnd_CRV7_C18_HE_M","",""
"CUP_38Rnd_CRV7_C18_KEP_M","",""
"CUP_38Rnd_CRV7_FAT_M","",""
"CUP_38Rnd_FFAR_In_M","",""
"CUP_38Rnd_FFAR_M","",""
"CUP_38Rnd_FFAR_Mid_M","",""
"CUP_38Rnd_FFAR_Out_M","",""
"CUP_3Rnd_CRV7_Pod_12_M","",""
"CUP_3Rnd_CRV7_Pod_19_M","",""
"CUP_3Rnd_pylonblank_M","",""
"CUP_3Rnd_Sidewinder_A10_Pod_M","",""
"CUP_4000Rnd_TE1_Red_Tracer_762x51_M134_M","",""
"CUP_4000Rnd_TE5_Red_Tracer_762x51_M134_M","",""
"CUP_4000Rnd_TE5_White_Tracer_762x51_M134_M","",""
"CUP_400Rnd_30mm_AGS17_M","",""
"CUP_40Rnd_23mm_AZP23_M","",""
"CUP_40Rnd_46x30_MP7","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mp7x40_ca.paa"
"CUP_40Rnd_46x30_MP7_Green_Tracer","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mp7x40_ca.paa"
"CUP_40Rnd_46x30_MP7_Red_Tracer","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mp7x40_ca.paa"
"CUP_40Rnd_46x30_MP7_Yellow_Tracer","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_mp7x40_ca.paa"
"CUP_40Rnd_85mmHEAT_D5","",""
"CUP_40Rnd_GRAD_HE","",""
"CUP_40Rnd_S8_M","",""
"CUP_40Rnd_TE1_Red_Tracer_105mmSABOT_M68_Cannon_M","",""
"CUP_40Rnd_TE4_LRT4_Green_Tracer_762x39_RPK_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_rpk_40_ca.paa"
"CUP_44Rnd_Ogon_HE","",""
"CUP_45Rnd_TE4_LRT4_Green_Tracer_545x39_RPK74M_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_rpk74m_ca.paa"
"CUP_45Rnd_TE4_LRT4_Green_Tracer_545x39_RPK_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_rpk74_ca.paa"
"CUP_48Rnd_40mm_MK19_M","",""
"CUP_48Rnd_CRV7_C15_HE_M","",""
"CUP_48Rnd_CRV7_C15_KEP_M","",""
"CUP_48Rnd_CRV7_C18_HE_M","",""
"CUP_48Rnd_CRV7_C18_KEP_M","",""
"CUP_48Rnd_CRV7_FAT_M","",""
"CUP_4Rnd_AGM114K_Hellfire_II_M","",""
"CUP_4Rnd_AGM114L_Hellfire_II_M","",""
"CUP_4Rnd_AGM65_Maverick_M","",""
"CUP_4Rnd_AGM_Rack_M","",""
"CUP_4Rnd_AIM_9L_Sidewinder_External_M","",""
"CUP_4Rnd_AT2_M","",""
"CUP_4Rnd_AT3_M","",""
"CUP_4Rnd_AT6_M","",""
"CUP_4Rnd_AT9_M","",""
"CUP_4Rnd_CRV7_Pod_12_M","",""
"CUP_4Rnd_CRV7_Pod_19_M","",""
"CUP_4Rnd_FAB250_M","",""
"CUP_4Rnd_GBU12_M","",""
